run_id,repo,commit_sha,author,author_experience_commits,files_changed,lines_added,lines_deleted,test_count,test_failures,coverage,pipeline_duration_s,jobs_total,jobs_failed,trigger,created_at,day_of_week,hour,message_length,had_hotfix_keyword,prev_7d_failure_rate,prev_30d_failure_rate,flaky_tests_count,infra_alerts_count,artifact_size_mb,runner_os,cache_hit_rate,dependency_updates,security_alerts_count,success,failure_reason,churn
RUN-100210,backend-api,fea4c618f3,dev29,34.0,2,486,104,92,0,78.53475412593373,301,9,1,PullRequest,2025-06-09T18:00:00,Monday,18,56,0,0.08872438226207659,0.07289707763304024,1,0,140.75895183310428,macos-latest,0.7441425348324026,0,0,0,tests_failed,590
RUN-100211,ml-pipeline,acb26b9596,dev9,18.0,10,23,313,37,0,52.136354765222315,356,13,0,Push,2025-06-09T19:00:00,Monday,19,6,0,0.05215391980024814,0.3314949248499115,0,0,125.26344714886639,macos-latest,0.5040284062411585,0,0,1,lint_error,336
RUN-100212,ml-pipeline,d08c251f41,dev11,37.0,1,167,66,31,1,76.94005108868677,309,3,0,Push,2025-06-09T20:00:00,Monday,20,160,0,0.21537260275110848,0.2642161194822797,0,0,107.03836247866806,macos-latest,0.7668827745586096,0,0,1,docker_build_failed,233
RUN-100213,mobile-app,e70dc6e4ab,dev29,57.0,3,848,62,161,0,58.78497907084376,184,9,0,schedule,2025-06-09T21:00:00,Monday,21,117,0,0.2483285748794398,0.17466278075593547,0,0,128.43944028874358,windows-latest,0.8109987260396573,1,0,1,,910
RUN-100214,ml-pipeline,c99f7ccd44,dev17,24.0,16,64,52,70,0,,347,23,1,Push,2025-06-09T22:00:00,Monday,22,72,0,0.08956872098577202,0.05754214965504236,0,0,135.17199754662022,ubuntu-latest,0.5570351482305124,1,0,0,lint_error,116
RUN-100215,backend-api,2f67e9de78,dev8,134.0,3,148,11,97,1,82.25448478958832,484,38,0,PullRequest,2025-06-09T23:00:00,Monday,23,6,0,0.18653064734500255,0.3877468889061554,0,0,137.5718979048941,macos-latest,0.648146029234464,1,0,1,docker_build_failed,159
RUN-100216,frontend-web,8fea6bd42b,dev1,33.0,1,35,452,63,0,100.0,370,22,0,manual,2025-06-10T00:00:00,Tuesday,0,163,0,0.19157771269553955,0.5056746985148868,0,0,224.28558226514687,ubuntu-latest,0.7066334333528128,0,0,1,tests_failed,487
RUN-100217,frontend-web,1a15bc4951,dev13,34.0,2,888,54,31,1,62.06399375062612,195,3,0,push,2025-06-10T01:00:00,Tuesday,1,185,1,0.42328345579697185,0.1882946277292835,0,0,83.16784857991536,windows-latest,0.5499584203396057,0,1,1,tests_failed,942
RUN-100218,mobile-app,a725e78c6d,dev30,11.0,10,135,45,72,0,73.19619060688329,111,12,0,manual,2025-06-10T02:00:00,Tuesday,2,98,0,0.28964921323950893,0.21506116856587199,2,0,249.03972496591695,ubuntu-latest,0.7998727469505309,0,0,0,,180
RUN-100219,infra-terraform,f491c7b651,dev13,39.0,4,156,30,117,1,66.3148959026935,109,6,1,push,2025-06-10T03:00:00,Tuesday,3,57,0,0.45304448854625506,0.15270165264178406,0,0,69.72715632686842,macos-latest,,1,0,1,,186
RUN-100220,frontend-web,83426897c7,dev21,24.0,1,658,87,49,0,64.56155612927046,124,11,2,PullRequest,2025-06-10T04:00:00,Tuesday,4,125,0,0.12531030421875375,0.28580018124120216,0,0,135.42674905642411,ubuntu-latest,0.9121287021364712,0,0,1,tests_failed,745
RUN-100221,mobile-app,6ed74908ef,dev8,15.0,1,307,764,188,0,66.42032004036547,239,5,0,Push,2025-06-10T05:00:00,Tuesday,5,174,1,0.3431561402942027,0.021829007014683884,0,0,72.20629676287874,ubuntu-latest,0.6451462756193048,0,0,1,docker_build_failed,1071
RUN-100222,ml-pipeline,092cfd9523,dev24,13.0,2,56,1100,88,0,,288,2,0,PullRequest,2025-06-10T06:00:00,Tuesday,6,119,0,0.195456330293183,0.1644256501550475,0,0,132.24975109589315,macos-latest,0.8961743679888104,1,0,1,infra_timeout,1156
RUN-100223,backend-api,f5b3c878f0,dev24,300.0,4,72,17,52,1,69.14332962923544,74,7,0,schedule,2025-06-10T07:00:00,Tuesday,7,7,0,0.23319614218208148,0.3166068819561397,0,0,159.28491299415003,macos-latest,0.8486423071317596,0,0,1,tests_failed,89
RUN-100224,ml-pipeline,1a5e6247bd,dev19,21.0,9,255,74,54,1,100.0,140,14,2,Push,2025-06-10T08:00:00,Tuesday,8,43,0,0.030256814912487818,0.13426834442256697,0,0,121.30330719372091,macos-latest,0.9490809392174403,0,0,1,artifact_upload_error,329
RUN-100225,backend-api,0a8428d24b,dev24,7.0,7,74,35,49,1,79.99175107073681,237,11,0,Push,2025-06-10T09:00:00,Tuesday,9,23,0,0.2382982466792525,0.3786542291342296,0,0,158.92321715860848,macos-latest,0.7444766166604783,0,0,1,infra_timeout,109
RUN-100226,infra-terraform,3efe38b10d,dev18,14.0,4,14,326,16,0,62.8798720659111,106,11,0,schedule,2025-06-10T10:00:00,Tuesday,10,85,1,0.08812406838392033,0.42356093680524415,0,0,103.0527115439092,ubuntu-latest,0.7252448638479028,0,0,1,tests_failed,340
RUN-100227,mobile-app,10c69a3e92,dev12,25.0,1,139,150,41,0,70.59953781425907,271,10,2,push,2025-06-10T11:00:00,Tuesday,11,93,0,0.06135921997724579,0.348688041549483,0,0,38.005434360449925,windows-latest,0.8964623120118896,0,0,1,tests_failed,289
RUN-100228,mobile-app,74829a58fc,dev23,,1,29,54,53,1,65.37783611952013,161,11,2,PullRequest,2025-06-10T12:00:00,Tuesday,12,109,0,0.06334679428727427,0.18647866526617954,0,2,145.06836530157014,macos-latest,0.25644385618120374,0,0,1,tests_failed,83
RUN-100229,frontend-web,841e548443,dev26,44.0,5,878,119,32,1,84.60082383536056,120,13,0,manual,2025-06-10T13:00:00,Tuesday,13,152,0,0.06715978470255474,0.29496384019811356,0,0,121.22553298060676,ubuntu-latest,0.5805983382901463,0,0,1,artifact_upload_error,997
RUN-100230,mobile-app,5004958cca,dev26,49.0,1,180,65,58,0,55.33464412121697,207,7,0,PullRequest,2025-06-10T14:00:00,Tuesday,14,26,0,0.27214792543771366,0.1340280404470481,0,0,100.81544152479968,macos-latest,0.5666830748645607,0,0,0,artifact_upload_error,245
RUN-100231,infra-terraform,0d0bbf060c,dev7,15.0,2,54,649,45,1,58.90858343477028,263,9,1,manual,2025-06-10T15:00:00,Tuesday,15,188,0,0.4857842492533711,0.5818597060365835,0,1,103.57753870232385,macos-latest,0.6918069693318947,0,0,1,infra_timeout,703
RUN-100232,frontend-web,1c91d77bda,dev21,36.0,4,68,200,83,0,67.9014465750103,110,30,1,Push,2025-06-10T16:00:00,Tuesday,16,56,0,0.21890469989489575,0.0709619676953948,0,0,136.26326940714466,macos-latest,0.5263115102026571,0,0,1,lint_error,268
RUN-100233,ml-pipeline,626ee100a2,dev1,12.0,1,18,229,75,0,83.1953615176599,169,9,0,manual,2025-06-10T17:00:00,Tuesday,17,106,0,0.12266652570566679,0.5336483850416025,0,1,87.41868411288213,macos-latest,0.6755040353018156,0,0,1,infra_timeout,247
RUN-100234,mobile-app,0f7ecae4c7,dev18,15.0,1,44,5,51,1,89.79672329787327,277,9,0,manual,2025-06-10T18:00:00,Tuesday,18,46,0,0.14182114539637256,0.3560936548356544,0,1,135.00979238247038,macos-latest,0.3190958293950139,0,0,0,docker_build_failed,49
RUN-100235,ml-pipeline,b2bc8fd5e5,dev18,11.0,3,453,102,14,0,91.56650628927412,117,9,0,schedule,2025-06-10T19:00:00,Tuesday,19,74,0,0.0757176614418257,0.0814455841660642,1,0,167.5454807582782,windows-latest,0.30281791977359784,0,0,0,infra_timeout,555
RUN-100236,ml-pipeline,34ff4c5773,dev11,9.0,4,1728,1087,187,0,81.35761823937037,62,7,0,push,2025-06-10T20:00:00,Tuesday,20,167,0,0.23389733247003527,0.32650877829212654,0,1,202.40280578452223,ubuntu-latest,0.820578967261669,0,0,1,infra_timeout,2815
RUN-100237,mobile-app,4d548ff4fa,dev30,70.0,7,329,472,39,0,74.00532556370376,68,6,0,schedule,2025-06-10T21:00:00,Tuesday,21,13,0,0.1848277494344667,0.2314043374918087,1,0,176.18106151049054,windows-latest,,0,0,0,tests_failed,801
RUN-100238,backend-api,64e56d4b7d,dev27,50.0,5,134,14,41,2,84.53550974776792,149,10,1,Push,2025-06-10T22:00:00,Tuesday,22,99,0,0.38831386206110485,0.15227307018139924,0,0,126.46981731866414,macos-latest,,0,0,0,lint_error,148
RUN-100239,ml-pipeline,6aa6edcd3b,dev2,65.0,3,92,77,33,0,61.26599259081947,79,6,0,manual,2025-06-10T23:00:00,Tuesday,23,118,0,0.21535463140470879,0.15482629346805396,0,0,130.30660399619077,macos-latest,0.8163567071153084,0,0,1,,169
RUN-100240,frontend-web,006cd60d26,dev7,28.0,1,51,29,30,1,52.864113335805285,157,8,0,manual,2025-06-11T00:00:00,Wednesday,0,116,0,0.0900079610676704,0.16316832466381134,0,0,103.99005891419428,ubuntu-latest,0.8010489455463456,0,0,1,lint_error,80
RUN-100241,mobile-app,1cb0a4d24a,dev7,54.0,1,1430,722,153,0,80.23965093223786,642,5,1,Push,2025-06-11T01:00:00,Wednesday,1,79,0,0.4492499808926981,0.1977896075628059,0,0,101.37426093536163,macos-latest,0.5583155104448027,0,0,0,artifact_upload_error,2152
RUN-100242,frontend-web,dcde23716a,dev27,5.0,2,120,143,135,0,62.9318589942138,76,9,0,PullRequest,2025-06-11T02:00:00,Wednesday,2,78,0,0.34156156538739674,0.48120320042693054,1,0,154.8812719384182,ubuntu-latest,0.6776414714395324,0,0,1,artifact_upload_error,263
RUN-100243,ml-pipeline,0050cf5b29,dev16,58.0,4,1521,47,63,0,74.21631921401423,164,13,0,PullRequest,2025-06-11T03:00:00,Wednesday,3,182,0,0.31153115765994666,0.03275847193678759,0,0,107.69959766702911,windows-latest,0.3334311076433294,0,0,1,docker_build_failed,1568
RUN-100244,ml-pipeline,8217417e1c,dev22,31.0,4,687,114,41,0,76.43552419047377,891,7,2,Push,2025-06-11T04:00:00,Wednesday,4,51,0,0.38763340618516084,0.06884536568296179,0,0,134.6439856435876,windows-latest,0.7173148549688892,1,0,1,lint_error,801
RUN-100245,frontend-web,7d5000e546,dev25,47.0,1,21,6,73,0,77.97743471013956,266,2,0,schedule,2025-06-11T05:00:00,Wednesday,5,98,0,0.06884483426625039,0.05937882319908596,1,1,81.49961970376735,windows-latest,0.5984785995219253,1,0,0,artifact_upload_error,27
RUN-100246,ml-pipeline,5545a8b007,dev24,38.0,1,71,33,47,0,86.25349846230063,154,13,1,manual,2025-06-11T06:00:00,Wednesday,6,76,0,0.27335770020851397,0.37601979570623123,0,0,174.81250597222083,windows-latest,0.7646236816181188,0,0,1,artifact_upload_error,104
RUN-100247,mobile-app,6e6b729568,dev3,11.0,8,71,114,38,1,84.98490225950079,179,9,0,manual,2025-06-11T07:00:00,Wednesday,7,154,0,0.41298228327103625,0.2231326614694836,0,1,107.1017334539897,ubuntu-latest,0.5093243670486813,0,0,1,artifact_upload_error,185
RUN-100248,ml-pipeline,c7d42a598d,dev5,7.0,3,135,278,58,0,77.34000080601228,270,4,0,push,2025-06-11T08:00:00,Wednesday,8,162,0,0.16274861587005748,0.08811444255789214,0,0,163.51916682659842,ubuntu-latest,0.5211825874694449,0,0,1,artifact_upload_error,413
RUN-100249,frontend-web,d759204777,dev12,14.0,1,138,12,31,1,69.69581663436713,656,15,1,PullRequest,2025-06-11T09:00:00,Wednesday,9,170,0,0.2885586952258173,0.17904754704277434,1,0,91.84707290902278,macos-latest,0.46770484762100356,0,0,0,lint_error,150
RUN-100250,frontend-web,42a633bf87,dev11,45.0,21,4007,72,54,1,76.29314506411585,138,3,0,PullRequest,2025-06-11T10:00:00,Wednesday,10,21,0,0.12030390772613714,0.25806814824248164,0,1,89.7315802948508,windows-latest,0.7197687587661571,0,0,1,lint_error,4079
RUN-100251,mobile-app,528ebbc93a,dev23,50.0,3,45,333,52,0,67.84547499990094,117,18,0,push,2025-06-11T11:00:00,Wednesday,11,24,0,0.32358231343957244,0.08383597000208862,0,0,173.12127125431476,macos-latest,0.5488583187448736,0,0,1,infra_timeout,378
RUN-100252,frontend-web,3e135b3398,dev5,7.0,4,190,22,72,0,72.64285293592594,76,8,0,manual,2025-06-11T12:00:00,Wednesday,12,78,0,0.35937264334919167,0.22511536446024322,0,1,94.95969941257906,macos-latest,0.5286606170443149,1,0,0,lint_error,212
RUN-100253,backend-api,7ad853ebea,dev12,11.0,4,292,141,27,0,100.0,215,1,0,Push,2025-06-11T13:00:00,Wednesday,13,90,0,0.16006216485149805,0.2536079844545135,2,0,57.28398998513211,windows-latest,0.4576037246079945,0,0,1,artifact_upload_error,433
RUN-100254,ml-pipeline,aeea050cdc,dev8,14.0,2,148,118,78,0,77.18627641060249,74,10,0,Push,2025-06-11T14:00:00,Wednesday,14,17,0,0.09421664879330403,0.022206368186978635,2,0,78.40237853034436,ubuntu-latest,0.8670118680728283,0,0,1,docker_build_failed,266
RUN-100255,frontend-web,3a6ec7cb55,dev6,19.0,1,167,724,21,0,80.40294020445059,144,6,1,push,2025-06-11T15:00:00,Wednesday,15,179,0,0.05611072312843649,0.3015726572526707,1,0,154.2683472399308,ubuntu-latest,0.57983615230427,0,0,1,,891
RUN-100256,ml-pipeline,54ab18fbbe,dev6,7.0,18,47,85,28,0,66.53423221163565,106,6,0,schedule,2025-06-11T16:00:00,Wednesday,16,179,0,0.2809530296552718,0.3895611599106868,0,0,150.42482173007426,windows-latest,0.6758322088344251,0,0,1,infra_timeout,132
RUN-100257,frontend-web,ee2dafb13f,dev6,7.0,7,166,91,29,0,87.24088099715841,424,5,0,PullRequest,2025-06-11T17:00:00,Wednesday,17,87,0,0.06869350142946676,0.2740967270173276,0,0,89.49995668134729,ubuntu-latest,0.49272657737377146,0,0,1,lint_error,257
RUN-100258,frontend-web,0c6f09777b,dev17,12.0,6,260,281,18,0,84.12326907196109,140,8,0,push,2025-06-11T18:00:00,Wednesday,18,155,0,0.23090997936627933,0.1151913224756834,1,0,94.7312519520415,windows-latest,0.5871843397137874,0,0,0,,541
RUN-100259,mobile-app,75f4ff317e,dev13,29.0,5,212,25,100,2,84.20823065586102,264,6,0,manual,2025-06-11T19:00:00,Wednesday,19,115,0,0.10417291697875149,0.20040503156600753,0,0,146.9206330517053,ubuntu-latest,0.4855099459293154,0,0,1,tests_failed,237
RUN-100260,ml-pipeline,b628aaf5dd,dev14,9.0,1,277,86,20,0,77.57869496104156,65,2,0,Push,2025-06-11T20:00:00,Wednesday,20,133,0,0.232560106201428,0.10132145779801717,1,1,172.6368218077095,windows-latest,0.7260405026739772,0,0,1,artifact_upload_error,363
RUN-100261,frontend-web,2684277330,dev15,24.0,9,701,66,25,0,87.41028114920125,219,21,0,push,2025-06-11T21:00:00,Wednesday,21,175,1,0.2084422571123482,0.2551609484577102,1,0,117.2480184211292,macos-latest,0.7423520437473602,0,0,0,lint_error,767
RUN-100262,backend-api,0c20b42a9a,dev23,70.0,1,415,94,122,0,,86,7,1,manual,2025-06-11T22:00:00,Wednesday,22,22,0,0.1734374383063994,0.3930525134756131,0,0,142.16953661747303,windows-latest,0.5068721598631626,0,0,1,,509
RUN-100263,infra-terraform,23616d5f51,dev26,8.0,4,160,279,28,1,78.39718703219154,148,5,0,push,2025-06-11T23:00:00,Wednesday,23,50,1,0.024288051161088217,0.12513243368852422,0,2,154.93732266191955,macos-latest,0.6546408771344542,1,0,1,artifact_upload_error,439
RUN-100264,infra-terraform,eb37ff2f05,dev16,22.0,1,40,202,38,0,73.62465169199612,941,4,0,Push,2025-06-12T00:00:00,Thursday,0,88,0,0.16838915266924417,0.22423106225675057,0,0,206.1201292738615,windows-latest,0.424509652863671,0,0,0,tests_failed,242
RUN-100265,mobile-app,025ed95c16,dev20,68.0,1,76,48,19,0,85.73485188137712,384,15,1,push,2025-06-12T01:00:00,Thursday,1,179,1,0.2652494539749758,0.19221945211664537,0,0,73.7713607519814,windows-latest,0.7361629607563427,0,0,1,lint_error,124
RUN-100266,mobile-app,3035de72ee,dev23,18.0,4,116,127,87,1,64.15049632128307,183,3,0,schedule,2025-06-12T02:00:00,Thursday,2,120,0,0.1523313187067071,0.21908024057285694,0,0,93.25106366944793,windows-latest,0.211189875803942,1,0,1,tests_failed,243
RUN-100267,backend-api,08023240d1,dev21,16.0,1,195,566,88,0,66.38447663261609,1880,9,0,push,2025-06-12T03:00:00,Thursday,3,82,0,0.1721052896022208,0.320709543732752,0,0,99.74106663540938,ubuntu-latest,0.8129774190548571,0,0,0,artifact_upload_error,761
RUN-100268,ml-pipeline,1c52367927,dev5,77.0,1,87,44,80,0,74.36039588538118,105,5,1,schedule,2025-06-12T04:00:00,Thursday,4,10,0,0.06245135637028318,0.1762883227124276,0,0,153.10096594858982,windows-latest,0.5685849843334375,1,0,0,docker_build_failed,131
RUN-100269,mobile-app,9ec21a88b4,dev30,20.0,5,53,128,68,0,54.103715178742256,452,6,1,schedule,2025-06-12T05:00:00,Thursday,5,120,0,0.25153241784086644,0.08247297387094439,0,0,109.92329111795338,ubuntu-latest,0.8605562704490419,0,0,1,docker_build_failed,181
RUN-100270,backend-api,3ddc0c2a79,dev5,73.0,18,40,88,47,1,84.9311432827611,68,4,0,schedule,2025-06-12T06:00:00,Thursday,6,57,0,0.19391640536996813,0.13187043569364168,0,0,132.48983354897592,ubuntu-latest,0.7975906442104806,0,1,1,,128
RUN-100271,frontend-web,91b7e18516,dev13,39.0,10,24,102,29,2,63.44503335041012,168,5,0,Push,2025-06-12T07:00:00,Thursday,7,68,0,0.04077678076810426,0.20569300220745323,0,0,124.87371812699052,macos-latest,0.7750572945141592,1,0,1,docker_build_failed,126
RUN-100272,frontend-web,97170b6b3b,dev20,19.0,2,114,18,23,1,69.34210774197892,77,9,0,Push,2025-06-12T08:00:00,Thursday,8,199,0,0.17300645691996563,0.29126769063272673,0,0,120.06948503562728,ubuntu-latest,0.7307331824134807,0,0,1,infra_timeout,132
RUN-100273,infra-terraform,d974980faf,dev13,41.0,3,29,518,125,0,72.44064485184275,239,10,1,PullRequest,2025-06-12T09:00:00,Thursday,9,107,0,0.19795789579954898,0.4380068599658852,0,1,124.29586297545457,ubuntu-latest,0.5485655790925492,1,0,1,artifact_upload_error,547
RUN-100274,mobile-app,0136bb5f7e,dev8,36.0,6,49,46,82,0,75.4714418588466,208,5,0,Push,2025-06-12T10:00:00,Thursday,10,32,0,0.1594083771697595,0.48096267537033643,0,0,161.19602859715042,windows-latest,0.8127967580073912,0,0,1,,95
RUN-100275,mobile-app,da766bbf47,dev28,,8,96,339,25,0,70.8761606829235,161,8,1,schedule,2025-06-12T11:00:00,Thursday,11,14,0,0.14919648804554234,0.052477644396836075,1,0,81.17657404243766,windows-latest,0.637064230391619,0,0,0,docker_build_failed,435
RUN-100276,mobile-app,9e7e96a488,dev3,16.0,2,34,55,46,1,74.19154743323581,430,16,1,push,2025-06-12T12:00:00,Thursday,12,80,0,0.21937607941683607,0.31139155856763107,0,0,114.0617523627638,ubuntu-latest,0.49508102878058996,0,0,1,tests_failed,89
RUN-100277,ml-pipeline,29a98e9e75,dev8,28.0,3,225,55,35,2,74.28446841131503,134,2,2,manual,2025-06-12T13:00:00,Thursday,13,17,0,0.1167737151933296,0.18800648070096826,1,0,71.38889016801951,macos-latest,0.5544595120934053,1,0,1,lint_error,280
RUN-100278,frontend-web,c5df3983e5,dev30,25.0,4,335,417,18,1,69.63562850847448,251,8,0,manual,2025-06-12T14:00:00,Thursday,14,88,1,0.21406980792401303,0.5785613716035359,0,0,129.06227712526578,macos-latest,0.7108342903099246,0,0,0,docker_build_failed,752
RUN-100279,frontend-web,db017e61fe,dev22,51.0,5,81,328,51,0,65.72166650833482,355,4,0,PullRequest,2025-06-12T15:00:00,Thursday,15,85,0,0.4144081364521092,0.16909767764518902,0,0,112.17884557038239,windows-latest,0.5181958388120912,1,0,1,artifact_upload_error,409
RUN-100280,backend-api,411769634a,dev3,10.0,2,91,138,32,1,87.97768709226722,70,4,0,schedule,2025-06-12T16:00:00,Thursday,16,176,0,0.22911851526130791,0.311421903613511,0,1,162.7697253027158,windows-latest,0.6737578610941388,0,0,1,infra_timeout,229
RUN-100281,mobile-app,eb36100b3f,dev23,67.0,3,268,253,20,1,49.74713157279957,118,10,0,schedule,2025-06-12T17:00:00,Thursday,17,70,0,0.11597456168714236,0.3073460234675366,0,0,119.80707117802415,macos-latest,0.606784145307943,0,0,1,artifact_upload_error,521
RUN-100282,ml-pipeline,745752788e,dev30,41.0,10,67,80,13,1,72.53141809188621,208,6,0,push,2025-06-12T18:00:00,Thursday,18,58,0,0.1660411928370428,0.17298621348201215,0,0,102.24643466387974,macos-latest,0.913640032473343,0,0,1,lint_error,147
RUN-100283,mobile-app,9a7a0668f7,dev3,8.0,8,62,108,12,1,69.37320633738942,311,3,1,PullRequest,2025-06-12T19:00:00,Thursday,19,125,0,0.17423018337265356,0.31684548423510994,1,0,110.1315980770911,ubuntu-latest,0.9516377781388404,0,0,1,docker_build_failed,170
RUN-100284,mobile-app,fc11fde8e8,dev13,80.0,4,553,53,33,0,80.02549784071783,541,22,0,schedule,2025-06-12T20:00:00,Thursday,20,129,0,0.2289873275821663,0.02670186883651838,0,0,188.93696854428697,ubuntu-latest,0.5823793982858205,0,1,0,,606
RUN-100285,infra-terraform,5c8da0e214,dev15,202.0,13,392,297,41,1,57.5484864417719,172,17,0,PullRequest,2025-06-12T21:00:00,Thursday,21,12,0,0.06465626141442815,0.1222349966102294,1,1,57.19677556245129,ubuntu-latest,0.5598142507527857,0,0,0,infra_timeout,689
RUN-100286,frontend-web,d02b35fcbb,dev4,66.0,2,287,51,22,0,69.00257590507675,160,2,0,Push,2025-06-12T22:00:00,Thursday,22,21,0,0.09256302452601518,0.15454266569993552,0,0,94.89935597537637,ubuntu-latest,0.9497415401805457,0,0,1,,338
RUN-100287,mobile-app,51829ac626,dev7,97.0,12,410,563,75,0,73.77168319212294,108,3,3,PullRequest,2025-06-12T23:00:00,Thursday,23,37,0,0.1735242957631376,0.13746756200269336,0,0,121.4403217600027,macos-latest,0.7498562158881709,0,0,1,lint_error,973
RUN-100288,mobile-app,cc9941e48c,dev6,29.0,5,16,77,42,1,87.84088332444551,252,13,0,manual,2025-06-13T00:00:00,Friday,0,156,0,0.4477891028076459,0.09412923602185705,0,0,94.54294213679732,windows-latest,0.6062863176916915,0,0,1,infra_timeout,93
RUN-100289,mobile-app,99c9b2b71c,dev6,6.0,45,658,112,70,2,78.98621960154509,162,7,1,push,2025-06-13T01:00:00,Friday,1,45,1,0.14843558911107782,0.08554506368084089,0,0,139.62726691055835,macos-latest,0.5194513290907764,0,0,0,docker_build_failed,770
RUN-100290,infra-terraform,3763163b4b,dev13,5.0,1,228,253,38,1,60.79814146957366,165,25,1,PullRequest,2025-06-13T02:00:00,Friday,2,198,0,0.45215539773132934,0.36868896479465574,0,0,117.7405824755634,macos-latest,0.6290151469399791,0,0,0,docker_build_failed,481
RUN-100291,backend-api,69fd9d3483,dev14,34.0,1,451,112,23,0,69.15027937535208,187,13,0,Push,2025-06-13T03:00:00,Friday,3,90,0,0.15404460379559162,0.2363047346540347,0,0,130.2393961052138,macos-latest,0.3169929871642131,0,0,1,artifact_upload_error,563
RUN-100292,infra-terraform,515091a5a2,dev8,15.0,4,227,79,48,0,85.6326162319283,294,11,1,Push,2025-06-13T04:00:00,Friday,4,187,0,0.0497557032839436,0.03421082260135106,1,0,124.71312541113139,macos-latest,0.6583900883168148,0,0,0,docker_build_failed,306
RUN-100293,backend-api,13fee961d2,dev9,11.0,4,156,106,16,0,60.59070160892319,135,4,0,Push,2025-06-13T05:00:00,Friday,5,53,0,0.22933755041810228,0.19201697084284922,0,0,115.87818428410732,windows-latest,0.6633783189133037,0,0,0,,262
RUN-100294,mobile-app,07a34061dc,dev6,25.0,15,109,293,68,1,,116,12,0,push,2025-06-13T06:00:00,Friday,6,87,0,0.24507171825420748,0.13578700535533006,0,0,68.36705059106046,macos-latest,0.710865713317331,0,0,1,infra_timeout,402
RUN-100295,mobile-app,58b2d33dbc,dev24,,1,222,53,21,1,74.8905545696847,271,3,0,Push,2025-06-13T07:00:00,Friday,7,31,0,0.22761694463703946,0.23614149481750185,0,1,127.04369716774558,ubuntu-latest,0.7316357774442686,0,0,1,infra_timeout,275
RUN-100296,infra-terraform,04df6c0262,dev7,7.0,6,105,95,93,2,70.37060328095083,30,22,0,PullRequest,2025-06-13T08:00:00,Friday,8,169,0,0.13961796725100709,0.5530607471409795,0,0,49.46364656423714,ubuntu-latest,0.6591456646440654,0,0,0,,200
RUN-100297,mobile-app,2a5d67dab3,dev28,18.0,8,385,111,34,0,100.0,131,12,1,push,2025-06-13T09:00:00,Friday,9,121,0,0.13138306775409372,0.08612884936656413,0,0,93.12156073480627,windows-latest,0.5169580622546999,0,0,1,infra_timeout,496
RUN-100298,backend-api,b9a59d36a8,dev17,,5,25,284,104,0,70.04722248662941,89,5,1,push,2025-06-13T10:00:00,Friday,10,19,0,0.19623298601812397,0.08589308990839592,0,0,139.56821144090623,macos-latest,0.3800605565247482,0,0,1,,309
RUN-100299,frontend-web,b545779bd8,dev25,10.0,1,81,98,18,1,80.39718191241357,465,15,0,manual,2025-06-13T11:00:00,Friday,11,150,0,0.03162449390460706,0.1127795221568953,0,0,167.5875014283372,ubuntu-latest,0.7554461778085501,0,0,1,infra_timeout,179
RUN-100300,backend-api,bd139aad4d,dev20,59.0,10,1407,803,25,0,65.80438655736859,147,43,0,schedule,2025-06-13T12:00:00,Friday,12,178,0,0.10258891143715324,0.12309475513541723,3,0,213.9766450112735,windows-latest,0.3278728593225269,0,0,0,tests_failed,2210
RUN-100301,infra-terraform,5130f341d3,dev8,17.0,8,74,92,60,2,81.33297590399285,135,7,0,schedule,2025-06-13T13:00:00,Friday,13,138,0,0.36036546141771486,0.04107606818348784,1,0,102.86984086383771,ubuntu-latest,0.41003696710215765,0,0,1,docker_build_failed,166
RUN-100302,frontend-web,e3d850ad1f,dev19,44.0,5,114,84,114,0,85.44945116222323,193,13,0,Push,2025-06-13T14:00:00,Friday,14,162,0,0.18644505666941943,0.23358702250687738,0,0,85.39501479119565,macos-latest,0.8565815313572959,0,0,1,tests_failed,198
RUN-100303,infra-terraform,9805475f25,dev9,72.0,3,56,91,169,0,67.94443155904682,132,6,1,push,2025-06-13T15:00:00,Friday,15,58,0,0.2085186092396052,0.11322941168444195,0,1,140.89134203440753,windows-latest,0.5988432567117739,0,0,1,infra_timeout,147
RUN-100304,mobile-app,204343283c,dev4,52.0,3,214,25,46,0,74.34357821737761,151,9,0,push,2025-06-13T16:00:00,Friday,16,89,0,0.13154051387762847,0.17472602475643004,0,1,194.79875259314602,ubuntu-latest,0.6559578872242764,0,0,1,infra_timeout,239
RUN-100305,frontend-web,24cabf06c6,dev8,61.0,3,66,35,194,1,64.25664276130952,214,3,1,Push,2025-06-13T17:00:00,Friday,17,171,0,0.026488124458713,0.1357008761755093,0,1,181.3097917104363,ubuntu-latest,0.4561629552247848,0,0,1,docker_build_failed,101
RUN-100306,backend-api,b16eb3afab,dev9,9.0,5,121,61,35,1,61.2671542554013,149,9,0,manual,2025-06-13T18:00:00,Friday,18,123,0,0.10439459341565965,0.5562876333663406,0,0,78.59683179032474,windows-latest,0.8414974983022917,1,0,1,lint_error,182
RUN-100307,mobile-app,2c460dc70f,dev5,73.0,3,377,383,107,1,87.44154519000247,148,9,1,manual,2025-06-13T19:00:00,Friday,19,124,0,0.3809787350861935,0.21970138551045482,1,0,114.37963250150797,ubuntu-latest,0.881253590875014,0,0,1,lint_error,760
